satisfaction,sex,customer_type,age,travel_type,class,flight_distance,seat_comfort,time_convenience,food_drink,gate_location,inflight_wifi,inflight_entertainment,online_support,ease_booking,onboard_service,leg_room,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay,arrival_delay
satisfied,Female,loyal,45,Business ,Business,2423,4,4,4,4,5,5,4,4,4,4,4,3,4,3,0,2
satisfied,Female,loyal,12,Business ,Eco Plus,2003,5,5,5,5,5,5,4,5,5,1,3,5,5,5,0,3
satisfied,Male,loyal,22,Business ,Business,4495,1,1,1,1,5,5,5,5,5,4,5,3,5,5,27,56
satisfied,Female,loyal,59,Business ,Business,1542,1,1,1,1,4,4,5,4,4,4,4,5,4,3,0,0
dissatisfied,Female,disloyal,25,Business ,Eco,2588,1,1,1,5,1,1,1,1,1,4,1,1,5,1,0,0
dissatisfied,Female,disloyal,51,Business ,Business,2052,1,1,1,1,4,1,4,4,4,4,4,5,4,4,0,0
satisfied,Female,loyal,57,Business ,Business,1197,2,2,2,2,2,5,5,5,5,5,5,4,5,5,0,0
satisfied,Male,loyal,33,Business ,Business,2867,4,4,4,4,4,4,4,4,3,3,4,3,4,4,0,0
satisfied,Male,loyal,54,Business ,Business,2618,5,5,5,5,1,4,5,4,4,4,4,4,4,3,0,0
satisfied,Female,loyal,51,Business ,Business,1803,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0
dissatisfied,Female,loyal,45,Business ,Eco,1056,2,1,1,1,2,4,3,2,2,2,2,1,2,3,0,13
satisfied,Female,loyal,37,Business ,Business,1167,1,1,1,1,3,4,4,3,3,3,3,5,3,4,0,1
satisfied,Male,disloyal,23,Business ,Business,1874,4,3,5,3,1,5,1,1,4,2,4,5,5,1,0,6
dissatisfied,Female,disloyal,43,Business ,Eco,2582,4,4,4,3,2,4,2,2,4,5,2,2,4,2,9,1
satisfied,Male,loyal,58,Business ,Business,1753,4,4,5,4,4,4,5,2,2,2,2,4,2,3,10,0
satisfied,Female,loyal,23,Business ,Business,2460,2,2,2,2,5,5,5,5,2,2,1,3,5,5,12,10
dissatisfied,Male,loyal,57,Personal ,Eco,3117,3,4,4,1,5,4,2,5,5,2,4,3,4,5,112,89
dissatisfied,Female,loyal,56,Personal ,Eco,262,4,1,4,4,5,3,3,4,4,4,1,2,4,1,0,0
satisfied,Female,loyal,41,Business ,Business,1824,5,5,2,5,2,5,5,4,4,5,4,3,4,3,0,13
satisfied,Female,loyal,44,Business ,Business,644,3,3,3,3,4,4,5,4,4,4,4,5,4,4,0,0
dissatisfied,Female,loyal,42,Business ,Eco Plus,378,2,4,5,4,3,3,3,2,2,2,2,3,2,3,0,0
satisfied,Female,loyal,38,Business ,Business,3398,0,0,0,2,2,4,5,5,5,5,5,4,5,3,13,28
dissatisfied,Male,disloyal,26,Business ,Eco,1661,2,2,2,3,1,2,1,1,2,5,3,3,3,1,0,0
dissatisfied,Male,loyal,40,Personal ,Eco,2729,3,4,3,3,3,3,3,3,3,5,4,5,5,3,0,0
dissatisfied,Male,loyal,43,Personal ,Eco,1634,4,2,0,2,2,0,2,2,1,1,1,1,2,2,0,0
satisfied,Female,loyal,52,Personal ,Business,76,4,4,4,4,3,5,4,4,4,4,4,3,4,3,0,0
dissatisfied,Male,disloyal,25,Business ,Eco,2877,3,3,3,3,4,3,4,4,1,2,4,1,3,4,0,0
satisfied,Female,disloyal,21,Business ,Business,1896,4,1,4,5,3,4,1,3,4,3,5,4,5,3,1,0
dissatisfied,Male,loyal,50,Personal ,Business,1951,3,4,2,5,5,4,4,4,4,2,3,4,4,3,0,9
satisfied,Female,disloyal,25,Business ,Business,1203,0,5,0,4,3,0,3,3,3,5,5,5,5,3,44,66
dissatisfied,Female,loyal,15,Personal ,Eco,2209,4,5,4,1,2,4,1,2,3,5,4,4,4,2,0,0
satisfied,Male,loyal,44,Business ,Business,6907,5,5,5,5,5,4,4,3,2,3,4,4,4,4,0,0
dissatisfied,Female,disloyal,36,Business ,Eco,2921,1,1,1,4,3,1,3,3,4,4,4,2,3,3,0,6
satisfied,Male,loyal,53,Business ,Business,442,2,2,2,2,2,4,5,3,3,4,3,3,3,3,4,4
dissatisfied,Male,loyal,50,Business ,Business,631,1,5,3,5,5,4,4,1,1,1,1,4,1,4,0,2
dissatisfied,Male,loyal,25,Personal ,Eco,1372,3,5,3,2,5,3,5,5,3,5,5,5,4,5,37,34
satisfied,Male,loyal,53,Business ,Business,882,2,2,2,2,4,4,5,4,4,4,4,4,4,4,0,0
dissatisfied,Male,loyal,22,Business ,Business,4501,3,3,3,3,3,3,3,3,2,3,2,2,3,3,1,0
satisfied,Female,loyal,57,Business ,Business,2270,5,5,5,5,4,5,5,4,4,4,4,4,4,4,0,2
satisfied,Female,loyal,30,Personal ,Business,1726,2,2,2,2,2,4,4,5,5,5,5,4,5,5,0,0
satisfied,Female,loyal,30,Personal ,Eco Plus,1542,3,4,3,4,3,4,3,3,1,3,1,3,5,3,0,0
satisfied,Female,loyal,48,Business ,Business,3026,5,5,3,5,2,1,4,5,5,5,5,1,5,3,0,0
satisfied,Male,loyal,60,Business ,Eco Plus,1810,4,2,3,3,4,4,4,4,5,1,1,3,1,4,1,0
dissatisfied,Male,loyal,49,Personal ,Eco,1849,1,5,1,3,1,1,1,1,1,2,4,1,5,1,0,0
dissatisfied,Male,loyal,18,Personal ,Eco Plus,2046,4,5,4,3,2,4,2,2,2,4,4,4,5,2,0,0
satisfied,Male,loyal,52,Business ,Eco,2816,4,3,3,3,3,4,3,3,5,2,2,1,4,3,25,18
dissatisfied,Male,loyal,26,Business ,Business,1698,4,3,3,3,4,4,4,4,3,2,3,1,4,4,0,27
dissatisfied,Female,loyal,26,Personal ,Eco,1531,3,5,3,4,5,3,5,5,4,4,4,4,4,5,0,0
satisfied,Female,disloyal,21,Business ,Eco,1380,5,0,5,1,3,5,3,3,3,2,5,4,5,3,0,0
dissatisfied,Male,loyal,61,Personal ,Eco,1685,2,4,2,5,3,2,3,3,5,5,4,3,5,3,24,24
satisfied,Female,disloyal,23,Business ,Business,3134,4,0,4,5,2,4,2,2,3,3,3,3,5,2,7,7
satisfied,Female,loyal,15,Personal ,Eco,1092,1,1,1,1,2,3,4,5,5,5,5,4,5,3,0,0
satisfied,Male,loyal,48,Business ,Business,3273,3,3,5,3,2,4,4,5,5,5,5,4,5,3,0,0
satisfied,Female,loyal,22,Business ,Eco Plus,1906,0,4,0,4,3,0,3,3,1,5,1,4,1,3,0,0
dissatisfied,Female,loyal,37,Business ,Eco,1272,2,1,3,1,2,2,2,2,3,4,4,3,3,2,0,0
satisfied,Female,loyal,41,Business ,Business,1767,1,1,1,1,2,4,5,5,5,5,5,5,5,4,0,0
dissatisfied,Male,loyal,20,Personal ,Eco,1656,2,3,2,1,3,2,3,3,5,5,3,2,5,3,0,0
satisfied,Female,loyal,58,Business ,Business,2899,2,2,5,2,5,5,5,5,2,4,4,5,5,5,15,21
satisfied,Male,loyal,43,Business ,Business,3351,4,4,4,4,4,5,5,5,5,5,5,4,5,4,35,38
satisfied,Female,disloyal,24,Business ,Business,1325,4,0,4,3,2,4,2,2,3,4,5,3,5,2,0,0
dissatisfied,Male,disloyal,39,Business ,Business,2160,2,2,2,5,5,2,5,5,4,5,5,5,5,5,4,0
satisfied,Male,loyal,39,Business ,Business,416,4,4,4,4,4,5,5,4,4,4,4,4,4,3,14,4
dissatisfied,Male,loyal,43,Personal ,Eco,1511,1,5,1,1,3,1,3,3,3,3,5,3,4,3,3,2
dissatisfied,Male,disloyal,23,Business ,Eco,1827,3,3,3,5,1,3,1,1,4,3,2,2,1,1,0,0
dissatisfied,Female,disloyal,26,Business ,Business,2732,2,0,2,5,3,2,3,3,3,2,5,5,4,3,0,0
satisfied,Female,loyal,49,Business ,Business,454,4,4,4,4,5,5,4,5,5,5,5,5,5,3,30,26
satisfied,Male,loyal,44,Business ,Business,3534,5,5,5,5,4,4,5,4,4,4,4,3,4,4,10,0
dissatisfied,Female,loyal,42,Business ,Business,3852,4,5,5,5,5,4,4,4,4,4,4,1,4,4,0,0
dissatisfied,Female,disloyal,42,Business ,Eco,1490,4,5,3,3,3,3,3,3,4,2,4,4,2,3,10,0
satisfied,Male,loyal,40,Business ,Business,361,4,4,4,4,3,4,5,4,4,4,4,3,4,4,0,0
dissatisfied,Male,loyal,62,Personal ,Eco,2056,2,1,2,4,1,2,1,1,4,3,4,1,4,1,0,6
satisfied,Male,loyal,18,Business ,Business,4923,2,2,2,2,2,2,2,2,5,2,5,4,4,2,0,0
dissatisfied,Female,disloyal,26,Business ,Business,2252,1,5,1,4,1,1,1,1,5,2,5,5,5,1,8,15
satisfied,Male,loyal,22,Business ,Business,4761,5,5,4,5,5,5,5,5,5,5,5,4,5,5,3,0
satisfied,Female,loyal,49,Business ,Eco Plus,884,4,1,4,4,1,5,3,4,4,4,4,3,4,4,0,0
satisfied,Male,disloyal,13,Business ,Eco,3467,4,4,4,1,4,2,2,4,1,4,3,2,5,2,7,32
satisfied,Female,loyal,48,Business ,Business,2561,3,3,3,3,3,5,5,3,3,3,3,4,3,3,0,0
dissatisfied,Male,loyal,38,Business ,Eco,2318,3,5,5,5,3,3,3,3,2,2,1,3,1,3,74,64
dissatisfied,Male,loyal,42,Personal ,Business,557,3,3,3,4,3,4,4,2,2,3,2,4,2,3,0,0
satisfied,Male,loyal,44,Business ,Business,2332,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,0
dissatisfied,Male,disloyal,37,Business ,Eco,2119,3,3,3,3,3,3,3,3,3,5,4,3,3,3,0,22
dissatisfied,Male,loyal,47,Business ,Eco,1607,2,3,5,3,3,2,3,3,4,3,3,1,4,3,18,7
dissatisfied,Female,loyal,30,Business ,Eco Plus,1268,3,4,2,4,3,3,3,3,4,4,4,2,3,3,27,34
satisfied,Male,loyal,28,Business ,Business,1477,2,2,2,2,4,4,4,4,5,5,4,3,4,4,0,0
dissatisfied,Female,loyal,8,Personal ,Eco,1929,3,5,4,4,2,4,3,2,4,2,4,5,2,2,3,12
dissatisfied,Male,loyal,66,Personal ,Eco,2433,3,5,3,1,5,3,5,5,4,2,3,5,4,5,0,0
satisfied,Female,loyal,44,Business ,Business,3303,3,3,3,3,4,4,4,5,5,5,5,5,5,5,0,0
satisfied,Female,loyal,32,Business ,Business,1781,3,3,3,3,5,5,5,5,4,3,5,5,4,5,0,0
satisfied,Male,loyal,28,Business ,Eco,2182,0,0,0,4,5,0,5,5,4,2,1,1,3,5,0,0
satisfied,Male,loyal,29,Business ,Eco Plus,2540,5,2,2,2,5,5,5,5,4,2,2,5,2,5,0,0
dissatisfied,Male,loyal,7,Personal ,Eco,2097,4,1,4,3,1,4,1,1,4,2,4,3,4,1,89,100
dissatisfied,Female,disloyal,15,Business ,Eco Plus,3410,2,2,2,4,2,2,1,2,4,2,4,2,3,2,15,8
dissatisfied,Male,disloyal,21,Business ,Business,1854,2,1,2,4,5,2,5,5,3,3,4,2,4,5,37,23
satisfied,Male,loyal,42,Business ,Business,109,0,5,0,2,5,5,5,4,4,4,4,4,4,4,9,8
dissatisfied,Female,disloyal,26,Business ,Business,4518,1,3,1,4,3,1,2,3,1,1,2,1,4,3,0,1
satisfied,Male,disloyal,23,Business ,Business,1424,4,4,4,1,5,4,5,5,5,5,5,3,4,5,0,0
dissatisfied,Male,loyal,33,Personal ,Eco,2469,3,5,4,4,3,4,3,3,4,1,5,4,2,3,52,30
satisfied,Male,loyal,42,Business ,Business,3828,4,4,4,4,4,4,4,4,2,4,5,4,3,4,0,0
satisfied,Female,loyal,19,Personal ,Eco,2275,4,4,4,4,2,5,5,4,4,4,4,3,4,3,0,0
satisfied,Female,loyal,14,Business ,Eco,2426,4,5,5,5,4,4,4,4,4,5,4,5,5,4,0,14
satisfied,Male,loyal,47,Business ,Business,90,5,5,4,5,2,4,5,4,4,4,5,3,4,4,0,0
satisfied,Female,loyal,30,Personal ,Eco,2987,5,5,5,5,4,4,5,4,4,4,4,4,4,3,39,12
satisfied,Female,loyal,10,Personal ,Eco,3256,0,4,0,3,2,4,4,5,5,5,5,3,5,4,1,0
satisfied,Male,loyal,68,Business ,Eco,1858,4,1,1,1,4,4,4,4,1,1,5,1,2,4,0,0
dissatisfied,Male,disloyal,44,Business ,Business,2270,3,3,3,4,4,3,4,4,4,4,4,3,3,4,36,42
dissatisfied,Female,disloyal,23,Business ,Eco,1540,3,0,3,2,5,3,5,5,1,4,4,4,1,5,0,0
dissatisfied,Male,loyal,33,Business ,Business,1471,4,1,1,1,4,4,4,4,1,1,3,4,4,4,19,35
satisfied,Male,loyal,46,Business ,Business,1676,1,1,1,1,5,5,4,4,4,4,4,5,4,3,0,0
satisfied,Female,loyal,45,Business ,Business,2549,1,1,1,1,5,3,3,4,4,4,4,1,4,3,5,0
satisfied,Male,loyal,46,Business ,Business,709,3,3,3,3,3,5,5,5,5,5,5,5,5,3,16,5
satisfied,Male,loyal,42,Business ,Business,2778,1,1,1,1,3,3,2,2,2,2,2,4,2,2,0,0
dissatisfied,Male,loyal,42,Personal ,Eco,1180,2,5,2,2,2,2,2,2,4,2,5,3,5,2,7,1
dissatisfied,Female,loyal,71,Business ,Business,2956,1,1,1,1,5,3,4,1,1,1,1,3,1,1,0,0
satisfied,Female,loyal,37,Business ,Business,3570,5,5,5,5,5,5,5,5,5,5,5,4,5,5,48,38
satisfied,Female,loyal,41,Personal ,Eco,3892,4,2,3,3,1,3,1,1,2,1,2,2,3,1,1,0
satisfied,Female,loyal,37,Personal ,Business,656,2,2,2,2,5,5,5,3,1,5,1,5,2,5,0,0
satisfied,Female,loyal,52,Business ,Eco,682,4,2,2,2,1,5,1,4,4,4,4,4,4,1,33,25
satisfied,Female,loyal,63,Personal ,Eco,1333,5,5,5,5,4,4,4,3,3,3,3,3,3,5,7,0
satisfied,Female,loyal,69,Personal ,Eco,513,5,5,5,5,1,4,2,4,4,4,3,1,4,2,0,0
dissatisfied,Female,loyal,22,Personal ,Eco,2177,2,5,2,5,2,1,1,5,5,1,1,1,5,1,148,229
dissatisfied,Male,loyal,72,Business ,Business,3724,4,4,4,4,5,3,4,4,4,3,4,1,4,4,0,0
satisfied,Female,loyal,27,Personal ,Eco Plus,2966,4,4,4,4,2,2,2,2,4,3,4,4,4,2,3,16
dissatisfied,Male,disloyal,23,Business ,Eco,2165,4,5,4,2,2,4,2,2,3,5,5,5,5,2,0,0
dissatisfied,Female,loyal,72,Business ,Eco Plus,821,2,3,4,4,4,4,4,2,2,2,2,4,2,3,5,0
dissatisfied,Male,loyal,74,Business ,Business,2357,4,5,5,5,4,3,4,4,4,4,4,4,4,2,0,0
satisfied,Female,loyal,38,Business ,Business,3634,3,3,4,3,2,4,1,3,3,3,3,3,3,1,0,0
satisfied,Female,loyal,36,Business ,Eco Plus,1222,5,4,4,4,5,5,5,5,2,2,2,1,3,5,13,2
dissatisfied,Female,loyal,66,Business ,Business,2290,3,5,4,5,5,4,4,3,3,3,3,2,3,4,0,0
dissatisfied,Male,loyal,13,Personal ,Business,2134,2,1,2,4,2,2,2,2,3,1,4,2,3,2,0,7
satisfied,Female,loyal,40,Personal ,Eco,2968,3,5,3,3,3,5,4,4,4,5,4,3,4,3,27,24
dissatisfied,Male,disloyal,26,Business ,Eco,2545,3,2,2,4,5,2,5,5,2,4,3,2,3,5,0,0
satisfied,Female,loyal,59,Business ,Business,2928,3,3,4,3,4,5,4,4,4,4,4,3,4,5,33,26
satisfied,Female,loyal,50,Business ,Business,1836,3,3,3,3,2,5,4,5,5,5,5,5,5,4,0,0
dissatisfied,Male,loyal,67,Personal ,Eco,1342,2,5,0,1,2,0,3,2,3,2,5,3,4,2,0,0
satisfied,Female,loyal,47,Business ,Business,3549,3,3,3,3,5,4,4,4,4,4,4,5,4,3,12,13
satisfied,Male,loyal,41,Personal ,Business,83,4,4,4,4,3,5,4,2,2,4,2,5,2,5,0,0
dissatisfied,Male,loyal,36,Personal ,Eco,2123,3,4,3,3,3,3,3,3,1,2,3,3,3,3,0,0
dissatisfied,Male,loyal,17,Personal ,Eco,1534,3,4,3,1,3,3,2,3,5,1,2,4,4,3,0,2
dissatisfied,Male,loyal,33,Business ,Business,3079,4,2,2,2,2,2,4,2,1,4,4,4,4,2,34,37
dissatisfied,Female,loyal,42,Business ,Eco,1753,3,1,3,1,5,2,4,2,2,3,2,3,2,1,25,32
satisfied,Male,loyal,51,Business ,Business,993,3,3,3,3,2,4,5,5,5,5,5,5,5,5,28,8
satisfied,Female,loyal,55,Business ,Business,2334,2,2,2,2,2,5,4,5,5,5,5,4,5,3,2,0
dissatisfied,Female,loyal,22,Personal ,Eco,2353,4,4,4,4,4,4,4,4,5,3,2,5,1,4,15,12
dissatisfied,Female,loyal,13,Business ,Eco Plus,2408,1,3,3,3,2,3,1,4,5,3,4,1,2,1,201,186
dissatisfied,Male,disloyal,20,Business ,Eco,2117,3,3,3,3,3,3,3,3,5,4,4,3,5,3,83,70
dissatisfied,Female,disloyal,31,Business ,Eco,2364,3,3,3,1,5,3,5,5,2,5,1,4,2,5,0,0
satisfied,Female,loyal,26,Business ,Eco Plus,2091,3,5,5,5,3,4,3,3,3,3,2,5,2,3,10,3
satisfied,Male,loyal,55,Business ,Business,1877,4,4,4,4,3,4,4,4,4,4,4,5,4,5,43,26
satisfied,Male,loyal,58,Business ,Business,1372,3,3,4,3,3,5,5,5,5,5,5,3,5,4,9,1
satisfied,Female,loyal,26,Business ,Business,3753,3,3,3,3,4,4,4,4,3,2,4,3,4,4,0,0
dissatisfied,Female,loyal,56,Business ,Eco,201,2,1,1,1,3,3,3,2,2,2,2,3,2,1,41,53
dissatisfied,Female,loyal,38,Business ,Eco,2454,3,1,1,1,3,3,3,3,4,1,3,1,4,3,0,0
satisfied,Female,loyal,39,Business ,Business,1359,3,3,1,3,4,5,5,2,2,2,2,4,2,5,1,0
satisfied,Male,loyal,58,Business ,Eco,1579,3,4,4,4,3,3,3,3,4,4,3,3,2,3,0,0
dissatisfied,Male,loyal,16,Business ,Business,1960,2,5,5,5,2,2,2,2,1,5,3,4,3,2,0,0
satisfied,Male,loyal,41,Business ,Business,3195,0,0,0,1,2,5,4,1,1,1,1,5,1,4,28,23
dissatisfied,Male,loyal,43,Personal ,Eco,1794,1,5,1,3,4,1,4,4,3,3,4,5,4,4,0,0
satisfied,Male,loyal,33,Personal ,Eco Plus,1530,4,1,4,4,4,4,4,4,4,5,4,1,3,4,0,0
dissatisfied,Male,loyal,24,Business ,Business,4513,4,4,4,4,4,4,4,4,3,1,3,3,3,4,12,17
satisfied,Male,loyal,72,Business ,Business,3082,4,4,4,4,5,4,4,4,4,4,4,3,4,5,0,0
dissatisfied,Male,loyal,37,Personal ,Eco Plus,3294,3,2,3,4,1,3,1,1,3,4,3,1,3,1,12,6
satisfied,Female,loyal,59,Business ,Business,3416,1,1,1,1,4,4,5,5,5,5,5,5,5,3,0,1
dissatisfied,Male,disloyal,30,Business ,Business,3540,4,3,3,1,2,3,2,2,4,2,3,3,4,2,7,15
dissatisfied,Female,disloyal,29,Business ,Business,1970,2,2,2,1,4,2,4,4,3,3,4,5,4,4,0,0
dissatisfied,Male,loyal,16,Business ,Eco,1895,4,5,5,5,4,4,2,4,2,2,3,1,3,4,23,10
dissatisfied,Male,loyal,29,Personal ,Eco,2933,2,3,2,4,2,2,2,2,1,3,4,4,3,2,6,0
satisfied,Male,loyal,32,Business ,Business,2857,1,1,1,1,5,5,5,5,3,4,5,2,4,5,2,0
satisfied,Female,loyal,10,Personal ,Eco,2553,1,1,1,1,3,5,4,3,3,4,3,4,3,3,17,21
dissatisfied,Female,loyal,37,Business ,Eco,2097,2,5,5,5,2,2,2,2,2,5,4,3,3,2,14,1
dissatisfied,Male,disloyal,62,Business ,Business,1325,4,4,4,3,4,4,5,4,3,2,4,1,4,4,3,0
satisfied,Female,loyal,48,Business ,Eco,390,4,3,3,3,2,1,3,4,4,4,4,1,4,2,0,0
dissatisfied,Female,disloyal,33,Business ,Eco Plus,1881,4,4,4,3,5,4,5,5,1,4,3,3,3,5,8,0
satisfied,Female,loyal,50,Business ,Business,2820,1,4,1,1,3,5,4,4,4,4,4,4,4,4,47,42
satisfied,Female,loyal,27,Personal ,Eco,4391,5,1,5,2,1,5,1,1,1,5,1,4,2,1,0,0
satisfied,Female,loyal,43,Business ,Business,403,5,5,5,5,5,4,4,5,5,5,5,4,5,3,19,3
dissatisfied,Female,loyal,10,Personal ,Eco,1397,4,2,4,3,4,4,4,4,2,1,4,1,3,4,0,0
satisfied,Female,loyal,40,Business ,Eco Plus,2368,3,4,4,4,3,4,3,3,1,1,3,5,5,3,0,35
satisfied,Male,loyal,11,Personal ,Eco,3277,4,5,4,3,2,4,2,2,4,5,4,3,5,2,6,5
dissatisfied,Male,loyal,39,Business ,Business,1739,3,4,4,4,5,4,3,3,3,3,3,1,3,1,6,4
satisfied,Female,loyal,59,Business ,Business,600,4,4,4,4,2,5,4,3,3,2,3,3,3,3,0,0
dissatisfied,Male,loyal,48,Business ,Eco,2457,3,5,5,5,3,3,3,3,2,2,3,2,3,3,0,3
satisfied,Female,loyal,65,Personal ,Business,1154,2,2,5,2,5,4,5,2,2,2,2,3,2,5,0,0
dissatisfied,Female,loyal,42,Business ,Business,1800,3,3,5,3,3,4,4,3,3,3,3,3,3,2,3,0
satisfied,Female,loyal,54,Personal ,Eco Plus,415,1,1,1,1,2,5,4,5,5,5,5,5,5,3,0,0
dissatisfied,Female,loyal,36,Business ,Business,3365,1,5,4,5,1,1,1,4,4,2,3,1,2,1,106,139
dissatisfied,Female,disloyal,49,Business ,Eco,2556,4,4,4,4,3,4,3,3,1,2,3,4,4,3,0,7
satisfied,Female,loyal,35,Personal ,Eco,2972,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,0
satisfied,Female,loyal,40,Business ,Eco,1917,3,3,4,4,3,4,3,3,5,1,4,2,1,3,0,0
satisfied,Female,loyal,70,Personal ,Eco Plus,433,5,5,5,1,4,5,3,4,5,5,4,4,4,4,47,40
satisfied,Female,loyal,49,Business ,Eco,433,4,2,2,2,2,4,3,4,4,4,4,3,4,4,0,0
dissatisfied,Female,disloyal,30,Business ,Eco,1331,2,1,2,4,4,2,4,4,1,4,4,2,4,4,0,0
satisfied,Female,loyal,18,Personal ,Eco,2313,4,5,4,3,1,4,4,1,3,5,5,3,4,1,0,5
dissatisfied,Male,disloyal,39,Business ,Business,1590,2,2,2,3,1,2,1,1,5,3,4,5,4,1,0,0
satisfied,Male,loyal,47,Business ,Business,3869,4,5,4,4,4,4,4,4,4,4,4,5,4,4,11,1
satisfied,Female,loyal,40,Business ,Business,502,3,3,1,3,5,3,5,5,5,5,5,5,5,2,0,0
satisfied,Male,loyal,18,Business ,Business,4387,4,4,3,4,4,4,4,4,1,5,3,3,1,4,0,0
dissatisfied,Male,disloyal,40,Business ,Eco,2224,1,1,1,3,5,1,5,5,1,2,3,3,4,5,64,63
dissatisfied,Male,loyal,37,Personal ,Eco,1105,4,5,4,4,4,4,4,4,5,2,5,3,4,4,0,0
dissatisfied,Male,loyal,43,Personal ,Eco,1857,1,5,1,4,5,1,4,5,5,5,5,4,4,5,52,40
dissatisfied,Female,loyal,63,Personal ,Eco,2835,3,3,3,2,3,2,2,1,2,5,3,2,4,2,200,169
satisfied,Male,loyal,60,Business ,Business,241,5,5,5,5,2,2,4,5,5,5,5,5,5,4,27,24
dissatisfied,Female,loyal,16,Personal ,Eco Plus,2158,4,4,4,1,5,4,5,5,5,4,5,5,4,5,0,0
satisfied,Female,loyal,58,Business ,Business,2487,1,1,1,1,5,4,4,5,5,5,5,3,5,4,0,1
dissatisfied,Male,loyal,64,Business ,Eco,1950,4,1,1,1,4,4,4,4,1,3,3,1,4,4,7,1
satisfied,Female,loyal,59,Business ,Business,594,2,2,2,2,5,1,3,5,5,4,5,1,5,4,0,0
dissatisfied,Male,disloyal,16,Business ,Eco,3052,3,3,3,3,4,3,4,4,2,1,4,4,4,4,45,53
dissatisfied,Female,loyal,48,Business ,Eco,766,3,2,2,2,4,2,3,3,3,3,3,2,3,3,11,6
satisfied,Male,loyal,29,Business ,Business,1555,5,5,5,5,4,4,4,4,5,3,5,5,5,4,0,4
dissatisfied,Male,loyal,33,Business ,Business,2889,2,4,4,4,2,2,2,2,4,1,2,4,4,2,0,0
satisfied,Male,disloyal,25,Business ,Business,2835,5,0,5,4,3,5,3,3,5,2,3,4,4,3,0,0
dissatisfied,Male,loyal,69,Personal ,Eco,2192,1,5,1,3,4,1,4,4,4,5,5,3,5,4,40,58
dissatisfied,Male,disloyal,24,Business ,Eco,2329,3,2,3,4,5,3,5,5,1,5,3,3,3,5,0,16
satisfied,Female,loyal,25,Business ,Business,5189,3,3,3,3,4,4,4,4,5,2,5,4,5,4,0,0
satisfied,Male,loyal,42,Business ,Business,3008,1,1,1,1,5,4,5,5,5,5,5,4,5,3,0,0
dissatisfied,Male,loyal,51,Business ,Business,1372,2,3,5,3,3,3,4,2,2,2,2,4,2,2,0,3
satisfied,Male,loyal,22,Personal ,Eco,2214,4,4,4,3,2,4,2,2,2,5,4,1,3,2,0,0
satisfied,Male,loyal,52,Business ,Business,2896,3,3,3,3,3,5,4,5,5,5,5,3,5,4,28,50
satisfied,Male,loyal,54,Business ,Eco,2410,4,5,5,5,4,4,4,4,1,1,5,1,4,4,88,79
satisfied,Male,loyal,30,Business ,Business,1923,3,3,3,3,5,5,5,5,4,2,4,5,4,5,17,0
dissatisfied,Male,loyal,63,Personal ,Eco Plus,2067,3,3,3,4,5,3,5,5,3,5,4,3,1,5,32,0
dissatisfied,Male,disloyal,15,Business ,Business,1327,1,3,1,3,5,1,5,5,1,2,3,2,3,5,0,0
satisfied,Female,loyal,39,Business ,Business,2730,3,1,3,3,4,4,4,5,1,4,1,4,4,4,0,0
satisfied,Male,loyal,41,Business ,Business,2007,2,2,2,2,3,4,4,4,4,4,4,3,4,3,0,0
satisfied,Female,loyal,42,Business ,Eco,926,4,5,3,3,5,4,4,4,4,4,4,5,4,4,0,0
satisfied,Female,loyal,49,Business ,Business,3583,0,0,0,3,2,1,3,5,5,5,5,4,5,3,65,95
dissatisfied,Male,disloyal,39,Business ,Business,1657,2,2,2,4,3,2,3,3,3,4,4,5,5,3,30,22
dissatisfied,Female,loyal,37,Business ,Eco,1549,2,2,2,2,2,2,2,2,1,3,4,4,4,2,0,0
satisfied,Female,loyal,39,Business ,Business,3476,4,4,4,4,4,4,4,4,1,3,1,4,4,4,149,148
satisfied,Female,loyal,26,Personal ,Eco,1988,0,1,1,1,5,1,4,5,5,5,5,5,5,1,10,0
satisfied,Female,loyal,59,Personal ,Eco,79,1,1,1,1,3,4,4,5,5,5,5,4,5,5,0,0
satisfied,Female,loyal,55,Business ,Business,2752,4,4,4,4,5,5,5,4,4,4,4,3,4,1,0,0
satisfied,Male,loyal,49,Business ,Business,1629,1,1,1,1,5,4,4,4,4,4,4,5,4,5,0,0
dissatisfied,Female,disloyal,38,Business ,Eco,3112,3,3,3,3,3,3,3,3,3,4,4,2,2,3,0,0
dissatisfied,Male,loyal,22,Business ,Business,2954,2,1,1,1,2,2,2,2,4,3,4,2,3,2,34,32
satisfied,Female,loyal,60,Personal ,Eco,269,2,2,2,2,5,4,4,5,5,5,5,5,5,3,39,36
satisfied,Female,loyal,63,Personal ,Eco,1245,5,5,5,5,2,1,4,5,5,5,5,4,5,4,18,0
dissatisfied,Female,disloyal,27,Business ,Business,1932,2,2,2,3,1,2,1,1,5,4,5,3,5,1,0,0
dissatisfied,Male,loyal,64,Personal ,Eco,2363,3,4,4,1,2,4,2,2,3,4,4,5,4,2,0,0
dissatisfied,Male,loyal,48,Business ,Business,1726,4,1,2,1,4,2,2,4,4,3,4,3,4,3,0,0
