popularity,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,title
55,217.783,0.417,0.521,0.348,4.33e-5,5,0.11,-10.12,minor,0.145,94.804,4,0.622,Let Me Down (feat. George Maple)
83,169.18,0.733,0.649,0.5479999999999999,0,1,0.136,-5.692,minor,0.0318,150.036,4,0.506,Let Me Down Slowly
86,174.8,0.0337,0.6629999999999999,0.708,0,8,0.0841,-4.154,major,0.0473,103.073,4,0.742,"Let Me Go (with Alesso, Florida Georgia Line & watt)"
16,239.653,0.00403,0.48,0.733,1.77e-4,6,0.0936,-6.581,major,0.0466,127.941,4,0.16399999999999998,Let Me In
68,218.049,0.539,0.68,0.547,0,8,0.0877,-4.762,major,0.0414,142.053,4,0.6409999999999999,Let Me Live (feat. Anne-Marie & Mr Eazi) - Acoustic
84,205.946,0.0771,0.652,0.713,1.02e-5,8,0.14400000000000002,-5.311,major,0.0368,100.023,4,0.152,Let Me Love You
45,205.946,0.0784,0.476,0.718,1.02e-5,8,0.122,-5.309,major,0.0576,199.864,4,0.142,Let Me Love You
80,256.733,0.235,0.6559999999999999,0.578,0,7,0.118,-8.97,minor,0.0922,94.514,4,0.556,Let Me Love You
59,151.983,2.2e-4,0.762,0.754,0.0665,0,0.146,-3.425,minor,0.046,129.026,4,0.715,Let Me Think About It
54,216,0.0038,0.765,0.872,0.482,10,0.275,-6.992999999999999,minor,0.119,118.074,4,0.901,Let The Music Play
69,176.944,0.0292,0.8220000000000001,0.611,0,0,0.0628,-5.4479999999999995,major,0.17,105.052,4,0.5670000000000001,LET YOU BE RIGHT
16,212.12,0.316,0.6609999999999999,0.715,0,5,0.17800000000000002,-5.651,minor,0.119,148.02700000000002,4,0.411,Let You Down
33,211.921,0.0339,0.695,0.733,0,9,0.26,-5.126,major,0.157,99.927,4,0.429,Let You Go
32,154.753,2.35e-4,0.755,0.591,0.873,2,0.0732,-9.799,major,0.0567,138.007,4,0.153,Lex Kino Black
12,170.588,0.845,0.762,0.18,0.927,3,0.0779,-18.287,major,0.0499,101.809,4,0.17,Lies We Told
82,247.054,0.0021,0.716,0.541,0,1,0.115,-7.909,major,0.149,139.97799999999998,4,0.387,Life Goes On
72,286.219,0.0966,0.667,0.755,6.94e-5,9,0.0523,-7.246,major,0.069,109.535,4,0.883,Life In The Fast Lane - Remastered
45,163.533,0.794,0.247,0.267,2.04e-6,5,0.105,-15.328,major,0.0593,175.747,3,0.33299999999999996,Life Is But A Dream
41,188.83,0.266,0.88,0.531,0.0747,10,0.0938,-5.928999999999999,minor,0.0511,117.013,4,0.489,Lifestyle
46,263.293,0.01399999999999999,0.568,0.816,2.31e-4,0,0.155,-3.928,major,0.0281,125.033,5,0.31,Lifted Up (1985)
49,302.64,0.102,0.531,0.6679999999999999,0,9,0.218,-4.486000000000001,major,0.042,118.806,4,0.161,Light - GoSlo Remix
71,429.76,0.369,0.413,0.725,2.1600000000000003e-5,3,0.0905,-5.787000000000001,minor,0.0324,124.618,4,0.44,Light My Fire
31,292.941,0.529,0.674,0.634,0,4,0.113,-11.050999999999998,minor,0.34700000000000003,135.87,4,0.63,Light of Day
2,212.571,0.0155,0.6759999999999999,0.6920000000000001,2.51e-6,3,0.0708,-6.353,major,0.0373,139.993,4,0.752,Light Outside
25,181.536,0.0121,0.665,0.508,0,1,0.0733,-7.162000000000001,minor,0.049,170.954,4,0.537,Lightbeam
47,220.2,0.0158,0.5870000000000001,0.602,0,8,0.337,-7.159,major,0.222,97.998,4,0.409,Lighthearted
61,144.013,0.0818,0.551,0.8390000000000001,0,9,0.151,-4.555,major,0.0787,116.051,4,0.6809999999999999,Lightning Bolt
71,223.846,0.0632,0.623,0.493,0,5,0.104,-7.727,minor,0.0338,81.01899999999999,4,0.594,Lights Down Low
65,232.4,0.862,0.611,0.33,0,7,0.18,-11.475,major,0.0504,150.075,4,0.418,Lights Off
52,219.693,0.63,0.71,0.407,1.57e-4,10,0.0948,-9.418,minor,0.0925,118.091,4,0.33899999999999997,Lights On
30,226.051,0.29600000000000004,0.603,0.471,0,5,0.0548,-8.561,minor,0.0443,81.962,4,0.21600000000000005,Lights Out
64,197.68,0.11,0.684,0.612,0,4,0.331,-6.007000000000001,minor,0.289,77.495,4,0.295,Liife
38,179.565,0.085,0.81,0.659,5.51e-6,7,0.0977,-6.506,major,0.0411,109.975,4,0.547,"Like A Riddle (feat. Hearts & Colors, Adam Trigger)"
72,369.6,0.7290000000000001,0.483,0.721,0,0,0.18899999999999997,-6.836,major,0.032,95.261,4,0.562,Like a Rolling Stone
77,293.96,0.00797,0.614,0.568,0,7,0.0997,-5.477,minor,0.0276,107.849,4,0.516,Like a Stone
60,195,0.262,0.629,0.871,5.79e-6,0,0.17,-3.055,major,0.0452,126.07,4,0.455,Like Fire (feat. Nevve)
57,208.186,0.112,0.735,0.77,0,4,0.129,-4.851,major,0.14300000000000002,97.981,4,0.4920000000000001,Like Mariah
63,159.4,0.809,0.736,0.45,0,2,0.108,-9.406,major,0.228,153.888,4,0.6629999999999999,Like To Be You feat. Julia Michaels
46,220.216,0.294,0.634,0.246,0.0413,9,0.0922,-14.002,major,0.0628,171.83599999999998,4,0.154,Like U
50,211.92,0.308,0.7659999999999999,0.541,0,1,0.123,-11.621,major,0.0892,93.024,4,0.23,Like Whaaat (feat. Bad Lucc)
46,220.813,0.0505,0.35200000000000004,0.965,0,5,0.0553,-2.486,major,0.33299999999999996,140.184,4,0.43700000000000006,Like Yours
40,233.866,0.35100000000000003,0.531,0.915,0,11,0.401,-4.131,minor,0.426,75.915,4,0.6829999999999999,Lil' Boy Fresh
54,193.693,0.0445,0.863,0.701,0,5,0.482,-5.95,minor,0.265,100.973,4,0.8540000000000001,Lil Booties Matter
54,216.816,0.246,0.894,0.723,0.00475,11,0.15,-5.61,minor,0.0917,116.003,4,0.487,Limonada Coco - Remix
60,201.136,0.789,0.5720000000000001,0.285,0,5,0.0944,-12.367,major,0.0316,88.012,4,0.168,Linger
41,274.76,0.0841,0.43799999999999994,0.428,4.6299999999999994e-5,7,0.138,-14.861,major,0.0263,94.864,4,0.209,Linger
62,270.013,0.773,0.337,0.293,4.03e-4,7,0.0622,-13.198,major,0.0402,136.987,4,0.0594,Lionhearted
69,182.666,0.0506,0.775,0.825,1.03e-6,7,0.111,-5.402,major,0.0464,139.091,4,0.95,Lips Are Movin
48,150.088,0.457,0.8540000000000001,0.5760000000000001,8.58e-5,4,0.0933,-14.534,minor,0.0457,104.991,4,0.482,Listen
73,328.093,0.108,0.539,0.583,0,1,0.111,-4.935,minor,0.0275,86.06299999999999,4,0.337,Listen To Your Heart
67,202.352,0.0103,0.5579999999999999,0.628,0,1,0.0608,-8.314,major,0.504,101.778,4,0.951,Litness
58,393.96,0.593,0.509,0.5820000000000001,8.11e-4,10,0.0996,-7.172000000000001,major,0.0333,92.044,4,0.552,Little Bit Of Lovin'
53,158.626,0.151,0.5710000000000001,0.818,0,4,0.348,-6.539,major,0.0415,163.045,4,0.728,Little Bitty
6,224.939,1.36e-4,0.452,0.85,0,7,0.0988,-4.918,major,0.0503,118.1,4,0.324,Little Black Backpack - Remastered
13,129.213,0.62,0.561,0.677,0.585,6,0.297,-11.36,major,0.0482,153.19,4,0.698,Little Darlin' - Single Version
44,273.4,0.00308,0.5710000000000001,0.7340000000000001,0.345,7,0.112,-8.898,minor,0.0948,110.505,4,0.586,Little Games - St. Lucia Remix
42,192.106,0.446,0.441,0.589,0,8,0.155,-8.845,major,0.0751,199.729,4,0.961,Little Girl Of Mine
46,220.007,0.593,0.34,0.294,0.68,2,0.0944,-15.989,major,0.0426,83.93799999999999,4,0.136,Little Lies
48,324.429,0.883,0.593,0.273,0.525,2,0.0812,-10.139,minor,0.0301,105.981,4,0.284,Little Lover
76,266.6,0.0206,0.446,0.757,0,1,0.146,-5.1770000000000005,major,0.0322,102.88,4,0.421,Little Talks
38,192.47,0.281,0.631,0.446,8.159999999999999e-5,5,0.306,-13.768,minor,0.124,120.992,4,0.116,Live 4 Me
23,290.801,0.00883,0.852,0.665,0.35100000000000003,4,0.059,-6.763,minor,0.13699999999999998,120.044,4,0.547,Live For Something - Kartell Remix
45,207.492,0.00577,0.439,0.831,0,11,0.064,-4.195,minor,0.34299999999999997,140.382,4,0.467,Live in the Booth
46,262.45,0.0464,0.431,0.914,0,1,0.133,-4.78,major,0.15,175.15200000000002,4,0.55,Live In The Now
52,124.877,0.381,0.775,0.529,0.409,8,0.11,-6.49,major,0.0624,148.06799999999998,4,0.0398,Live or Die
61,133.125,0.00707,0.805,0.968,9.1e-4,10,0.368,-3.909,major,0.227,127.984,4,0.211,Live The Night
68,200.186,0.0629,0.6579999999999999,0.8370000000000001,0,2,0.0969,-2.063,major,0.0543,126.015,4,0.936,Live While We're Young
76,338.853,0.071,0.375,0.862,0,11,0.211,-3.363,minor,0.255,159.841,4,0.478,Live Your Life (feat. Rihanna)
7,233.946,0.415,0.6970000000000001,0.564,0,5,0.0663,-3.772,major,0.0344,108.048,4,0.767,Livin' On A Prayer
8,239.959,0.0772,0.72,0.821,0.15,4,0.664,-5.257000000000001,major,0.108,115.403,4,0.893,Living On The Ceiling
54,195.68,0.0711,0.841,0.8079999999999999,3.36e-6,10,0.0816,-5.55,major,0.0749,95,4,0.66,Llamé Pa' Verte
66,221.853,0.0528,0.836,0.757,0.0308,10,0.0607,-5.441,minor,0.124,153.983,4,0.8140000000000001,LLC
48,228.635,0.6459999999999999,0.7440000000000001,0.828,8.4e-5,8,0.0548,-6.496,minor,0.0491,92.783,4,0.96,Lloraras
69,221.007,0.5820000000000001,0.708,0.7090000000000001,5.16e-4,9,0.0717,-7.555,major,0.0472,96.046,4,0.962,Lloraras
51,175.528,0.0359,0.59,0.622,0,9,0.0683,-9.555,major,0.0578,85.959,4,0.659,Lluvia de fuego
40,209.826,0.00362999999999999,0.342,0.623,1.7e-5,2,0.223,-11.222,minor,0.0326,207.865,4,0.815,Lo Que Yo Tengo
68,226.183,0.0705,0.746,0.738,0,9,0.043,-3.67,major,0.207,94.808,4,0.63,Lo Siento
73,165,0.207,0.9,0.831,2.53e-6,1,0.0963,-5.392,major,0.198,139.987,4,0.6609999999999999,LO(V/S)ER
59,273.24,3.18e-4,0.67,0.716,0.477,8,0.107,-8.097000000000001,major,0.0656,91.136,4,0.777,Loaded - Edited version
52,215.779,0.0533,0.764,0.7390000000000001,0,1,0.0968,-7.587000000000001,minor,0.0639,109.014,4,0.627,Lock My Door
32,202.853,0.8079999999999999,0.631,0.361,0.853,11,0.104,-15.713,major,0.0327,163.979,4,0.25,Locked Away - Sleep Version
52,236.758,0.418,0.6809999999999999,0.6559999999999999,1.71e-6,11,0.608,-5.167999999999999,minor,0.179,171.85299999999998,4,0.541,Loco
48,348.96,0.126,0.787,0.825,0.657,0,0.112,-9.479,minor,0.0375,115.447,4,0.963,Locomia
60,215.917,0.0438,0.7609999999999999,0.701,0.00398,11,0.308,-4.006,minor,0.0559,99.982,4,0.7859999999999999,Locura
60,195.96,0.376,0.71,0.489,0,4,0.0981,-10.224,minor,0.17800000000000002,130.05700000000002,4,0.0767,Loin
48,243.506,0.478,0.523,0.8540000000000001,9.39e-4,9,0.271,-8.27,major,0.0954,146.688,4,0.83,Lola
67,241.04,0.5820000000000001,0.474,0.917,0.231,9,0.201,-4.19,major,0.0395,152.113,4,0.902,Lola - Coca Cola Version
58,242.026,0.459,0.468,0.8390000000000001,0.461,9,0.151,-7.39,major,0.0365,151.842,4,0.935,Lola - Remastered
74,228.041,0.0316,0.743,0.6509999999999999,1.83e-5,8,0.0942,-4.452,minor,0.17600000000000002,137.184,5,0.511,London
51,205,0.156,0.715,0.76,1.7800000000000002e-5,5,0.625,-5.757999999999999,major,0.172,139.965,4,0.405,London
18,200.408,0.00669,0.892,0.483,3.37e-5,1,0.113,-5.801,major,0.115,106.029,4,0.281,London Town
41,306.533,0.7759999999999999,0.652,0.513,0.00279,9,0.0795,-15.563,major,0.191,99.145,4,0.7609999999999999,Londres
44,284.533,0.879,0.473,0.389,1.4300000000000002e-5,7,0.207,-9.44,major,0.0315,79.535,4,0.33,Lone Pine
67,193.653,0.00417,0.35600000000000004,0.872,0.00975,2,0.0997,-7.837000000000001,major,0.068,166.3,4,0.607,Lonely Boy
55,164.346,0.596,0.591,0.5820000000000001,0,7,0.784,-4.553999999999999,major,0.129,137.221,4,0.906,Lonely Teardrops
47,181.812,0.13699999999999998,0.648,0.667,2.1e-5,2,0.0797,-5.294,minor,0.065,102.966,4,0.217,Lonely Together (feat. Rita Ora)
68,138.764,0.129,0.71,0.632,2.92e-6,9,0.212,-7.051,minor,0.0822,140.026,4,0.218,Long Gone (Save Me From This Hell)
50,159.912,0.0469,0.654,0.948,3.1099999999999e-4,4,0.625,-5.655,major,0.0885,128.00799999999998,4,0.6759999999999999,Long Live House Music
33,206.718,0.0161,0.762,0.977,1.12e-5,5,0.535,0.198,minor,0.0934,128.012,4,0.616,Long Story Short - Bodybangers Remix Edit
1,190.2,0.511,0.655,0.18,2.8399999999999e-4,10,0.108,-18.06,major,0.032,141.065,4,0.5,Long Way Home
47,73.185,0.271,0.73,0.594,0.535,10,0.31,-7.83,minor,0.0346,81.994,4,0.5379999999999999,Longing
20,127.533,0.0251,0.952,0.568,0.524,7,0.0949,-4.5760000000000005,major,0.101,122.024,4,0.415,Look
56,181.263,9.83e-4,0.929,0.575,2.75e-4,10,0.115,-7.527,major,0.243,140.01,4,0.585,Look Alive (feat. Drake)
89,181.263,0.00104,0.922,0.581,5.8599999999999995e-5,10,0.105,-7.495,major,0.27,140.02200000000002,4,0.595,Look Alive (feat. Drake)
55,256.026,0.726,0.7,0.118,4.9699999999999e-4,0,0.109,-12.687,major,0.0357,122.591,4,0.335,Look At Miss Ohio
60,226.153,0.0243,0.795,0.523,0.00652,4,0.11,-7.622999999999999,major,0.102,130.101,4,0.617,Look Like
72,183.013,0.414,0.733,0.589,1.04e-6,2,0.14,-5.303,major,0.0381,91.003,4,0.6509999999999999,Look Up Child
64,175.253,0.45,0.846,0.5,6.32e-4,1,0.122,-4.145,minor,0.0408,97.03,4,0.46,Look What I Found
44,86.709,0.461,0.6509999999999999,0.364,0.561,4,0.113,-9.694,minor,0.108,155.097,4,0.225,Lookin' Up
10,160.76,0.116,0.84,0.458,2.05e-6,1,0.1,-7.144,major,0.0602,114.034,4,0.188,Lookin Ass
45,161.626,6.51e-4,0.487,0.987,0.0506,1,0.284,-4.71,major,0.0812,180.065,4,0.499,Looking Down the Barrel of Today
51,214.746,0.0484,0.631,0.696,1.0800000000000002e-5,7,0.0903,-8.352,major,0.0311,134.542,4,0.84,Loosen It
48,223.573,1.58e-4,0.387,0.669,0.423,0,0.166,-11.187,major,0.0395,90.995,4,0.414,Lorelei
41,407.746,0.00277,0.583,0.86,0.00477,2,0.112,-5.2139999999999995,major,0.0337,115.003,4,0.27899999999999997,Los Adolescentes
64,281.346,0.0698,0.527,0.716,8.71e-5,5,0.0737,-6.029,minor,0.0616,99.426,4,0.331,Los Ageless
64,178.96,0.748,0.625,0.459,6.879999999999999e-5,8,0.0697,-4.83,major,0.0352,173.735,3,0.8420000000000001,Los Dos Amigos
42,301.213,0.349,0.901,0.981,0.145,3,0.111,-5.362,minor,0.0936,114.585,3,0.628,Los Niños Del Parque
58,160.988,0.424,0.79,0.757,0,7,0.0581,-6.3420000000000005,major,0.0465,126.269,3,0.933,Los Relatos de un Guacho
35,251.16,0.6709999999999999,0.575,0.659,2.06e-4,9,0.0349,-5.904,minor,0.0519,102.809,4,0.708,Los Rodriguez
46,158.515,0.0827,0.83,0.652,1.06e-4,2,0.0397,-4.925,major,0.0484,123.644,4,0.802,Los Sabanales
59,227.893,0.0324,0.901,0.812,0.00905999999999999,4,0.0493,-7.039,minor,0.107,125.462,4,0.785,Lose Control (feat. Ciara & Fat Man Scoop)
32,270.706,0.331,0.596,0.5539999999999999,0.0862,5,0.126,-7.176,major,0.0266,138.015,4,0.494,Lose It
63,242.013,0.00727,0.8140000000000001,0.899,0.21899999999999997,1,0.0979,-5.957999999999999,major,0.0637,119.011,4,0.545,Lose My Breath
39,218,5.26e-4,0.391,0.653,0.841,6,0.0954,-11.524,major,0.0266,92.229,4,0.398,Lose My Breath - Remastered Version
60,175.449,0.0947,0.752,0.613,3.57e-4,9,0.0955,-8.1,minor,0.0283,93.027,4,0.5429999999999999,Loser
44,175.449,0.0947,0.752,0.613,3.57e-4,9,0.0955,-8.1,minor,0.0283,93.027,4,0.5429999999999999,Loser
77,248.035,0.00182,0.76,0.964,0.7,2,0.0974,-5.843999999999999,major,0.0576,125,4,0.6409999999999999,Losing It
31,189.221,0.88,0.37799999999999995,0.0845,5.67e-6,4,0.1,-12.99,major,0.0382,134.357,4,0.151,Losing My Mind
7,267.76,0.122,0.667,0.877,0,9,0.124,-4.541,minor,0.0291,125.416,4,0.8109999999999999,Losing My Religion
61,186.681,0.0111,0.597,0.7709999999999999,4.68e-6,5,0.0987,-10.717,major,0.0394,104.008,4,0.8109999999999999,Losing You
79,275.28,0.965,0.71,0.0565,0,7,0.0889,-15.099,major,0.0534,123.994,4,0.348,Lost Boy
37,145.205,0.175,0.8140000000000001,0.53,2.71e-6,11,0.115,-6.187,minor,0.0933,103.02,4,0.4270000000000001,LOST MY MIND
65,195.579,0.918,0.563,0.261,0,10,0.0982,-9.251,major,0.0709,125.129,4,0.411,Lost On You
80,225.076,0.928,0.409,0.13699999999999998,0,6,0.0706,-9.169,major,0.0446,162.08,1,0.106,Lost Without You
50,87.272,0.114,0.6859999999999999,0.721,0.917,1,0.162,-5.886,minor,0.146,76.892,4,0.599,lostinadream
27,223.7,0.594,0.7390000000000001,0.83,2.98e-5,5,0.135,-3.109,minor,0.0397,92.711,4,0.841,Loteria
31,224.516,0.00145,0.586,0.92,1.22e-5,6,0.0119,-3.969,minor,0.104,93.038,4,0.706,LOUD (Fuck It)
57,195.483,0.0157,0.74,0.7340000000000001,5.4600000000000006e-5,11,0.0757,-6.309,minor,0.0455,124.096,4,0.49,Louder
1,244.233,1.76e-4,0.624,0.994,0.266,8,0.0847,-2.833,major,0.17600000000000002,128.001,4,0.156,Louder - Extended Mix
56,196.964,0.00403,0.696,0.958,0.371,9,0.0874,-3.207,major,0.4,149.996,4,0.461,Loudest MF
56,171.627,0.8740000000000001,0.544,0.5429999999999999,0.13,1,0.112,-12.962,major,0.0452,92.575,4,0.0444,Louie's Lullaby
51,244.866,0.7609999999999999,0.467,0.324,5.73e-6,1,0.122,-11.487,major,0.0309,100.89,4,0.445,Louise
13,266.997,0.768,0.639,0.381,2.25e-6,10,0.214,-9.428,major,0.0321,89.897,4,0.489,Louise
56,151.731,0.477,0.62,0.711,1.68e-4,1,0.0812,-6.943,major,0.035,98.263,4,0.96,"Louisiana Woman, Mississippi Man"
54,156.426,1.2e-5,0.322,0.958,3.34e-5,11,0.119,-5.377000000000001,minor,0.0992,151.957,4,0.464,Lounge Act
69,190.32,0.0173,0.6759999999999999,0.916,1.92e-6,0,0.316,-3.401,major,0.0388,105.061,4,0.604,LOVE
43,190.08,0.0644,0.7709999999999999,0.602,5.54e-6,5,0.252,-8.466000000000001,major,0.0731,125.028,4,0.18899999999999997,Love 4 Me
45,272.333,0.713,0.621,0.287,4.49e-5,4,0.0859,-13.828,major,0.0311,93.778,4,0.33399999999999996,Love And Affection
48,192.008,0.00116,0.536,0.966,0.00531,2,0.173,-2.037,minor,0.13699999999999998,125.008,4,0.379,Love Bites (So Do I)
29,175.493,0.49,0.5579999999999999,0.733,1.34e-5,9,0.345,-7.237,minor,0.032,104.582,4,0.625,Love Child
37,187.591,0.154,0.665,0.775,0,7,0.301,-5.504,major,0.0329,100.01,4,0.6829999999999999,Love Cliche
54,199.173,0.5489999999999999,0.753,0.728,0,0,0.114,-5.755,major,0.107,98.066,4,0.617,Love For Me
3,174.906,0.00631,0.6990000000000001,0.6679999999999999,1.1e-4,9,0.12,-7.126,minor,0.034,120,4,0.431,Love Gun - Radio Edit
66,198.466,0.0573,0.564,0.5870000000000001,0.00485,4,0.0416,-7.393,minor,0.0316,147.46200000000002,4,0.966,Love Her Madly
46,92.577,0.711,0.649,0.7659999999999999,0.096,6,0.32299999999999995,-9.609,major,0.1,82.93299999999999,4,0.4429999999999999,Love Hurts
49,250.083,0.5489999999999999,0.412,0.6629999999999999,0.0011,1,0.0978,-6.496,major,0.0615,159.69,4,0.16,Love Is Blind
59,258.026,0.7659999999999999,0.5660000000000001,0.335,3.66e-4,4,0.0824,-12.417,minor,0.0293,87.617,4,0.317,Love Is Stronger Than Pride
65,202.934,0.0229,0.388,0.8370000000000001,1.53e-6,6,0.149,-3.022,major,0.107,143.27100000000002,4,0.37799999999999995,Love Lies - Snakehips Remix
51,265.466,0.0319,0.411,0.645,0.0121,7,0.488,-10.722,minor,0.0431,124.458,4,0.433,Love Like Blood
30,250.653,0.0581,0.66,0.943,8.13e-5,7,0.0425,-2.17,major,0.0489,118.011,4,0.8029999999999999,Love Like Mine
31,333.531,2.3199999999999e-4,0.6709999999999999,0.787,0.593,6,0.053900000000000003,-6.813,minor,0.0718,124.009,4,0.212,Love Like Waves - Riton Remix
51,192.826,0.188,0.519,0.494,0,6,0.159,-5.399,major,0.0263,99.909,4,0.243,Love Love Love
38,240.288,0.00424,0.496,0.919,7.82e-4,2,0.0986,-3.452,minor,0.0464,126.029,4,0.188,Love Me Again
71,252.534,0.247,0.262,0.606,0,8,0.125,-6.646,major,0.0484,189.857,4,0.275,"Love Me Like You Do - From ""Fifty Shades Of Grey"""
14,218.773,0.0032,0.616,0.768,0,0,0.4270000000000001,-6.7139999999999995,minor,0.0781,122.91,4,0.322,Love Myself
64,253.714,0.0257,0.928,0.402,0,8,0.0804,-7.569,minor,0.451,139.998,4,0.62,Love N Hennessy REMIX (feat. 2 Chainz & Nicky Jam)
74,246.026,0.132,0.775,0.7190000000000001,1.79e-6,7,0.0662,-6.212000000000001,minor,0.0435,117.513,4,0.7120000000000001,Love Never Felt so Good
68,168.635,0.0203,0.768,0.6729999999999999,4.51e-5,0,0.258,-6.247999999999999,major,0.0536,121.021,4,0.228,Love No More
66,168.635,0.0205,0.765,0.672,5.920000000000001e-5,0,0.258,-6.251,major,0.0538,121.006,4,0.222,Love No More
57,112.2,0.8109999999999999,0.71,0.7120000000000001,0,7,0.109,-6.2989999999999995,major,0.0515,128.75799999999998,4,0.911,Love Potion No. 9
19,167.893,0.897,0.65,0.302,1.29e-4,9,0.147,-14.152,major,0.0345,118.828,4,0.813,Love Put A Song In My Heart
21,347.093,0.00258,0.417,0.877,0.00165,2,0.398,-8.422,major,0.0495,91.578,4,0.593,Love Spreads
71,235.266,0.17,0.618,0.741,0,2,0.0822,-3.95,major,0.031,118.984,4,0.29600000000000004,Love Story
41,312.533,0.127,0.6679999999999999,0.541,0,11,0.271,-9.011,major,0.0728,114.832,4,0.524,Love Town
60,223.34,0.951,0.375,0.217,7.22e-4,3,0.107,-12.425999999999998,major,0.0344,96.239,3,0.139,Love Will Tear Us Apart
64,204.621,9.89e-4,0.525,0.902,0.691,2,0.13699999999999998,-8.662,major,0.0368,146.83,4,0.907,Love Will Tear Us Apart - 2010 Remastered Version
52,195.597,0.14,0.79,0.6990000000000001,0,0,0.0945,-6.4270000000000005,major,0.0376,105.04,4,0.7709999999999999,Love You Die (feat. Diamond Platnumz)
60,178.524,0.133,0.6859999999999999,0.956,1.05e-6,11,0.805,-1.499,minor,0.0691,122.075,4,0.8220000000000001,Love You More
19,233.746,0.8590000000000001,0.795,0.37799999999999995,0,4,0.204,-9.979,major,0.316,100.227,4,0.5760000000000001,Love Yourself
61,237.362,0.708,0.589,0.183,0,11,0.393,-13.31,major,0.0583,90.556,4,0.36,"Love Yourself, Out of the Woods, Roses - Acoustic Mashup"
75,192.16,0.147,0.625,0.763,0.0106,8,0.214,-4.997,minor,0.129,88.75299999999999,4,0.721,Love$ick (feat. A$AP Rocky)
58,204.055,0.6829999999999999,0.49700000000000005,0.636,0,8,0.228,-8.71,major,0.0723,93.777,4,0.69,"Love, Love, Love"
52,231.506,0.742,0.6859999999999999,0.234,0,0,0.145,-12.646,major,0.0295,106.581,4,0.342,"Love, Me"
58,251.4,0.7709999999999999,0.62,0.18600000000000003,0.0115,7,0.0738,-19.696,major,0.0276,137.715,4,0.44,Lover's Moon
60,205.464,0.0166,0.865,0.762,0.795,0,0.0233,-7.444,major,0.0762,118.005,4,0.8959999999999999,Lover Chanting - Edit
61,238.64,0.68,0.5579999999999999,0.47,0.914,7,0.532,-5.5,major,0.0316,118.06,4,0.4270000000000001,lovers’ carvings
5,234.693,0.116,0.74,0.583,7.74e-4,9,0.238,-7.095,minor,0.0312,101.011,4,0.34600000000000003,Lovesick (feat. Felix Snow)
58,193.17,0.225,0.487,0.846,0.355,2,0.41,-4.016,major,0.0555,122.978,4,0.3670000000000001,Loving You
51,202.532,3.97e-4,0.5589999999999999,0.799,0.00958,9,0.0609,-5.807,minor,0.0455,116.975,4,0.3670000000000001,Low Tide
75,264.946,0.0228,0.845,0.506,1.03e-6,1,0.0879,-5.971,major,0.0409,99.051,4,0.647,Loyal
60,220.08,0.224,0.649,0.5760000000000001,0,1,0.445,-5.936,minor,0.0449,107.989,4,0.311,Loyal
60,271.666,0.802,0.603,0.124,2.9999999999999997e-5,2,0.0565,-18.301,major,0.0827,104.902,3,0.317,Lua
36,239.946,0.377,0.43700000000000006,0.481,0,11,0.33,-9.681,minor,0.237,83.60600000000001,4,0.21600000000000005,Lucid Dreams
97,239.835,0.349,0.511,0.5660000000000001,0,6,0.34,-7.23,minor,0.2,83.90299999999999,4,0.218,Lucid Dreams
79,191.36,0.29600000000000004,0.623,0.417,0,0,0.135,-8.699,major,0.0354,130.032,4,0.721,Lucky
78,208.967,0.579,0.612,0.6940000000000001,0,2,0.0914,-7.363,major,0.0514,103.031,4,0.564,Lucky Strike
96,244.679,0.0627,0.8759999999999999,0.7859999999999999,0,10,0.127,-4.8839999999999995,minor,0.306,153.06799999999998,4,0.575,Lucky You (feat. Joyner Lucas)
52,213.356,0.0596,0.49,0.605,0,9,0.107,-8.765,minor,0.419,180.109,4,0.257,Luh Ya
49,318,0.919,0.179,0.119,0.8590000000000001,8,0.0868,-23.723000000000003,major,0.0504,74.947,4,0.0714,Luke's Tree
53,272.788,0.983,0.512,0.0155,8.97e-5,3,0.294,-21.223000000000003,major,0.0441,67.882,4,0.196,Lullaby
76,160.183,0.0267,0.626,0.8,1.38e-4,1,0.0623,-3.988,minor,0.035,127.966,4,0.258,Lullaby
24,202.32,0.0111,0.574,0.27399999999999997,0.7859999999999999,9,0.123,-13.553,major,0.0286,125.652,4,0.111,Luna - Remastered
30,195.62,0.302,0.759,0.642,0.00121,5,0.123,-10.477,minor,0.061,120.01,4,0.716,Luv
6,252.893,0.099,0.524,0.468,0.00131,10,0.112,-9.73,major,0.223,121.874,4,0.149,Luving U
51,196.213,0.657,0.481,0.362,0,11,0.485,-10.038,minor,0.16699999999999998,115.155,5,0.199,Luxuries
60,202.053,0.0481,0.627,0.611,1.23e-4,4,0.109,-9.138,minor,0.0628,166.06799999999998,4,0.55,Más y Más
29,206.866,0.106,0.78,0.812,1.66e-5,5,0.327,-6.252000000000001,major,0.122,131.085,4,0.679,MăNDŭRĭN
62,182.857,0.424,0.7879999999999999,0.721,2.86e-6,11,0.0897,-4.577,major,0.152,105.23,4,0.653,Ma Lo
15,251.466,0.17800000000000002,0.723,0.8759999999999999,0,8,0.0883,-7.778,minor,0.053,103.193,4,0.96,Macarena
10,159.466,0.00935,0.7390000000000001,0.971,0.7829999999999999,5,0.28800000000000003,-6.443,major,0.0345,113.111,4,0.767,Machine Gun
