Potability,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
unsafe,8.65479265,218.1726596,14799.31146,6.164048564,366.1479915,416.8703326,8.954519549,72.62027968,5.148137888
safe,4.337119469,207.3619066,34355.61843,6.809153177,374.0727721,530.0696021,12.62203176,44.7503592,4.40163526
unsafe,8.376279725,248.1328614,27824.19048,7.100523371,343.0579753,433.4498994,18.65888632,53.30375957,5.703962807
safe,5.432512085,231.3515758,14970.64724,9.180703192,409.9884608,448.8647411,10.83824882,65.54821586,3.874425315
unsafe,5.961301572,182.108995,23926.07882,6.188790308,364.975499,567.5261592,7.791637811,58.17482529,4.919585047
safe,6.246264054,163.2180384,26408.88177,6.02967048,429.0223118,509.9568642,23.56964491,19.17517454,5.044454778
safe,5.728823779,197.1918394,12932.59039,5.684492228,280.9320636,445.0696363,14.17650116,68.12480944,4.41217355
unsafe,6.791097166,209.1281633,20149.17967,5.803999901,288.3568559,291.3042116,12.32733519,57.30357735,3.084039762
safe,5.609025354,271.6308238,26955.33018,6.772753383,296.6515644,443.8725583,17.04868332,72.82739237,3.354890148
safe,7.000523221,219.4426397,26012.13028,6.280886805,395.241329,483.3198807,19.53863511,46.86138395,4.333688587
unsafe,10.03393346,213.6474186,25433.2321,5.202937534,319.0100743,362.2621568,13.99446115,68.02076988,2.901535467
unsafe,8.028304242,204.7837347,20408.4856,4.531581224,406.3289207,515.5750971,21.55886261,70.54721764,3.91599081
safe,7.274198051,156.1108292,16255.90137,7.654550198,381.1804665,591.801472,12.31249282,59.68051842,3.152762794
unsafe,6.143921454,175.274076,29072.16965,12.0625362,287.6981571,469.983324,13.14249297,83.27965821,3.476213304
safe,9.014356734,225.3675192,49009.92466,6.002653035,296.6308987,445.7688122,16.25411187,83.89112947,4.549419413
unsafe,8.237142634,190.0596949,20015.39811,8.385216673,356.0917613,377.6820972,17.74094364,37.71387806,4.939109441
unsafe,7.793039171,257.657739,17398.38584,8.271245714,251.3839437,439.7015995,9.557030905,54.23543289,3.389270098
unsafe,7.261550522,179.8897882,24964.7777,5.837086493,349.2692713,501.1827807,17.28771328,50.99300645,3.636364183
unsafe,7.078659419,232.5818483,26177.78951,3.914353184,334.1611267,380.4599178,9.633631144,41.95193959,3.696640141
unsafe,9.338235018,248.3760156,17416.80178,6.665873261,342.7208077,505.6774089,19.74281527,58.65852985,1.872572601
unsafe,6.252410005,225.7841009,23920.25478,7.018164992,303.7916881,484.5857912,13.43350592,67.40138415,2.722908161
unsafe,3.906078355,233.402835,32144.79993,6.994839617,348.3594482,269.4490512,9.6541256,63.74306384,3.902879712
unsafe,6.394980461,220.4223891,21051.25691,8.739505128,348.0477605,353.3654184,19.63704162,48.70998869,4.732002727
unsafe,8.899588378,208.1065481,17915.08597,4.793574529,334.571785,381.1593537,14.39874024,48.29949653,3.92861371
unsafe,11.49685889,186.1252959,12253.30339,8.066979901,325.4093412,260.5317582,9.674082914,68.0739279,5.005193167
safe,8.736371211,194.6776872,24283.65879,8.855544474,329.004205,333.6237939,16.51623165,67.25047267,3.802116117
unsafe,6.047380857,230.5862845,20278.38298,9.360799141,305.7765825,333.5307684,12.59384807,55.30183586,2.216729691
unsafe,6.26111058,270.4661706,8572.421509,9.922076247,286.3275624,490.9426507,12.92643494,22.21932677,4.753018575
unsafe,7.813067625,183.6974796,9812.122463,7.607639272,400.3735263,539.6107975,12.34808333,90.390276600000007,4.713719499
unsafe,9.63066548,152.8624335,23641.70257,6.92570608,333.1483177,417.1670729,16.67018392,89.99757422,4.920091158
unsafe,10.28412608,249.3241987,23259.01245,3.331265958,284.4059131,468.8662639,5.188466455,67.62261619,2.844632741
safe,7.26354507,160.4430648,16129.70692,8.091014005,328.4471745,478.5150812,12.81483552,43.59230116,3.950529737
unsafe,5.76255225,184.8474873,22159.01807,6.302263825,347.7751538,449.4353759,12.95054458,65.83974179,2.906589212
unsafe,5.331799285,149.9550474,19693.90677,7.146139714,336.0119081,285.9980485,14.29857879,46.11376286,4.734873907
unsafe,5.726336216,191.7522897,35899.28031,8.066654024,378.7746046,307.9875511,12.56872068,60.19235078,3.912289082
unsafe,4.96577356,220.8486386,21802.7449,6.250578031,311.598136,386.4133315,18.03523754,53.90817735,3.421766849
safe,6.150487601,240.8884224,6342.502843,9.609895813,421.3431865,354.3925259,12.34038423,83.23866139,3.551655811
safe,7.664793523,223.5784735,20259.72585,7.385414294,351.1613311,510.0468968,14.20522105,73.19247007,5.481690934
unsafe,6.381977105,211.9172765,20709.27976,6.171162005,278.949273,525.0754779,16.68407414,74.52980588,4.99189599
unsafe,9.271668544,256.2733925,26912.22842,5.766780236,274.6461166,467.7523179,12.37668596,89.90494986,3.744203632
unsafe,8.3032638,232.4146727,16548.35673,6.343522655,301.0872465,395.3391019,13.78998507,78.62071507,3.892667002
unsafe,6.898315041,228.8028036,45939.68916,9.56402666,377.8135054,392.3823257,13.87299426,66.98358863,3.822307139
unsafe,5.445325981,201.3794591,28001.11818,7.208945955,331.5874839,365.0915872,11.78877657,65.9445663,3.946989523
safe,5.324941856,280.0896549,35344.65805,13.04380611,180.2067464,392.4214958,10.50481955,55.08466785,4.427137926
safe,5.985012451,151.3609669,20155.43447,7.723292487,275.079738,478.3323603,18.01626576,99.0612327,3.764099674
safe,7.201702375,147.7110861,37308.99416,5.677451117,279.1644463,395.9768245,13.32612501,63.6268939,3.883250198
unsafe,5.84111884,194.6168939,17721.95956,5.646296962,410.358673,622.9635748,17.6295407,93.07069068,4.237560418
unsafe,7.975329901,165.7142418,17182.45036,7.002191994,383.2666554,363.8535788,18.65930379,76.03273945,3.306129017
safe,7.757269666,213.0484451,25259.78055,7.635152992,363.6848143,543.5287986,15.25402122,107.189584,4.165432286
safe,9.239440361,212.5690763,14829.62421,7.172920417,324.1289153,575.4219684,16.58112044,66.88527013,3.471971127
unsafe,7.183825723,261.8507998,14100.96899,9.008495194,358.7247021,290.4238384,17.14990713,82.0251158,4.597165512
unsafe,6.320375285,165.8215453,20481.64207,7.605958275,354.2890348,422.3410482,14.79395985,46.04306451,2.728617352
unsafe,4.692196563,221.5477734,24211.63077,9.363249825,307.7139958,406.551667,12.61825178,60.00314768,4.009006062
unsafe,9.02678772,253.2170742,27965.07215,6.588374366,373.5532353,588.3196505,16.14573205,59.12445085,2.019042018
safe,9.77693205,213.9150797,23971.98952,9.603302351,293.8250078,507.0165728,16.0665609,82.86093623,2.569468001
unsafe,6.751698586,203.4004519,26325.8177,8.365470023,341.8956361,381.4403882,19.52731893,58.29394504,3.756006672
unsafe,8.31002902,212.6982764,40936.15339,7.703374743,301.2544217,365.4312125,12.97186896,70.48525056,4.775784922
safe,7.618119572,202.715501,44539.73832,5.816215976,338.0700701,459.0784198,13.35165195,73.60191818,3.769699537
unsafe,7.095569331,196.7349272,30235.1708,5.984901235,308.2036941,453.9547573,16.06273897,31.55501016,4.861276292
unsafe,6.629993518,209.1570219,20487.92383,7.278911619,332.8775737,524.8833294,20.75175131,60.23684354,3.155213653
unsafe,6.490037175,205.5415172,19397.32389,7.894244798,368.561073,479.7861954,15.80508483,56.98201954,2.430883294
unsafe,6.376950464,170.2270798,16079.36125,5.433802468,331.8568921,311.7729001,15.70370723,54.01311185,4.284387096
unsafe,6.931470427,156.8411949,35793.75779,7.286335788,384.6548025,398.6479443,17.85824171,72.23652477,4.249333174
unsafe,10.81783108,141.4883912,23989.99015,7.962066463,389.3928973,361.6320547,14.90872539,57.16455582,3.590841128
safe,6.747415283,250.4195546,24539.71316,2.39798499,358.2298656,339.3447401,15.3572898,59.99077027,3.377450524
safe,5.188776875,178.9932688,22648.23755,6.318063039,326.4678979,404.5611293,18.84038348,89.91443808,3.769503907
safe,5.452214926,199.2284675,14446.81239,7.689190529,298.3184183,469.1319513,14.02050742,95.30623862,5.19053381
unsafe,9.58789503,195.8371052,11351.86186,6.267475696,366.4289276,323.7948624,13.0682421,37.35308022,4.666916974
unsafe,5.963479205,223.0316376,24435.64208,6.221292,305.9470125,284.4970261,15.18855694,40.14270489,3.727813323
safe,5.468360932,180.3823635,12305.90541,5.446562741,410.4592723,388.7455015,12.55309354,60.62774825,4.933467949
unsafe,8.978997745,213.0917715,19030.71688,5.291516176,316.940333,473.1503877,15.89107857,66.08703762,4.656316782
safe,4.187490815,208.3741881,21809.70983,5.846112042,327.4742031,264.5080825,11.23514423,46.68259729,4.592959344
unsafe,3.43485576,185.3429615,22690.2444,8.150954368,309.2176507,398.3701305,10.03495025,55.94732217,5.389510246
safe,6.603416523,190.837308,19468.7901,6.375631988,380.7319011,456.3154604,5.934588321,83.55932648,4.270816604
unsafe,6.628256197,198.865743,15911.35751,7.517905883,342.015924,437.9186253,15.00574199,38.84595763,4.464457184
unsafe,7.392084038,173.5287784,20185.67623,9.120931425,384.1172466,310.0748512,23.31769912,81.1295428,3.778458496
safe,4.704698462,160.2118222,5128.457646,8.283068934,357.7310768,344.6937399,14.21953213,34.28841274,4.109924712
safe,5.34411687,198.3791437,13492.84084,6.559265111,328.6488452,591.3633685,14.08438826,61.39298286,4.104698561
unsafe,7.790874862,196.4787124,24061.3496,6.78568519,350.1172538,471.5185364,15.34331564,44.54462707,3.076214341
unsafe,4.22142068,120.5601296,34370.19711,7.960887807,411.5808301,436.774598,14.39583877,64.60146839,4.278712401
unsafe,8.651389727,154.5469487,15901.28516,6.510980113,419.2163045,444.843584,14.65672546,49.51517499,3.26640974
unsafe,10.20142576,190.799079,8918.8926,4.89987481,306.4953695,331.3789519,18.52543363,68.54744754,3.964449588
unsafe,6.914868152,206.249937,10343.37885,7.771205679,324.3831702,521.320673,16.17373017,68.24694466,2.988611444
unsafe,7.997175823,214.8196269,20575.57316,6.19139922,312.0080945,513.5403984,17.70310393,70.29121366,4.817668211
safe,7.226592711,207.8322291,22097.41322,5.862717274,354.708382,353.6540461,10.40105631,66.86414033,4.337116899
unsafe,5.903993501,196.2747258,19399.22197,7.641894524,328.2692721,324.0456808,18.50537228,77.15780159,3.820021216
safe,5.940475876,175.6377301,17177.07104,10.41083527,307.9976308,402.8873087,15.15200393,74.35442275,3.997969671
safe,8.30922771,198.3368998,24344.96669,8.343510207,278.8668348,456.5300189,15.51411945,64.44475108,3.756396831
unsafe,7.207931097,204.0103465,18493.87218,5.557863756,311.5682272,437.5120421,12.99459554,31.39045029,4.705561884
unsafe,2.69083124,151.7829057,30204.54674,6.053071945,303.7024092,377.198273,14.12104923,45.60299204,4.650033779
unsafe,10.68296643,173.3754984,15758.74062,5.570783575,307.3525858,323.8079132,10.09086975,78.47278445,3.999775382
safe,7.128062255,191.4008206,25227.54515,6.607844327,319.2508585,419.3049802,12.86536617,78.46849123,4.510595264
safe,9.30566048,163.9260265,39498.65929,6.914685303,325.8731338,345.6569351,12.71218695,62.47111474,4.485070147
safe,8.775485734,157.3542892,22113.39145,7.931502717,304.8078454,480.7152078,15.69283855,82.92934548,4.393944466
safe,8.11195317,217.2664724,38184.46957,7.254121956,311.9102239,281.0692028,13.02792065,78.58209386,4.430750456
unsafe,7.266598792,98.45293051,36490.14303,7.138813886,423.1874849,502.8830673,7.360771583,76.29028546,4.952733208
unsafe,10.63290961,198.3780118,12958.74846,7.135496644,322.6232487,522.0278703,16.7221946,71.77601755,3.722454851
unsafe,7.755154227,196.7827837,19024.68867,6.911867556,392.8000812,338.4306239,10.77286174,76.61759947,2.728799592
safe,5.844673796,147.1798038,13615.10976,8.881111782,394.6583799,533.0402104,14.21737257,91.61403064,4.338056088
unsafe,4.835297728,136.2950366,23031.21581,5.56017947,358.9330887,567.4636696,11.50580332,60.77385711,3.633760608
safe,10.53809844,200.1398287,13867.2442,7.365015093,409.4467298,340.8088228,17.07312308,72.73063948,3.823092676
unsafe,7.308048848,274.7049505,14600.53952,8.105802882,384.5648525,415.6072778,16.7616247,68.93722695,3.696119712
unsafe,8.85969604,194.5564817,20231.51765,6.519658508,332.3499486,476.2317098,17.88956926,52.90907058,4.575331195
unsafe,6.664934584,218.7700084,16477.35081,7.325000809,299.8465235,412.3085879,17.19268526,41.03578909,4.502138214
safe,5.974583248,197.1027246,22543.25629,5.662657247,338.3575265,410.8041321,11.16909021,59.82643938,3.721974696
unsafe,7.455541163,225.3141509,16242.06028,8.20410214,350.1080935,331.6738244,13.11496542,60.16214813,2.930364596
unsafe,7.63876177,178.2716356,18308.50267,6.548097821,362.3328717,394.1809845,11.29178773,81.98915623,4.496626599
unsafe,6.732713713,197.7669743,33820.64576,7.396764075,353.1763283,321.3645185,19.34049879,85.37196089,3.885405037
safe,6.010617577,184.5585817,15940.57327,8.165222041,421.4860892,314.5298134,20.31461674,83.70793779,4.867287404
unsafe,7.904053371,217.7716313,23575.99143,7.493024193,279.146683,548.1553827,10.329558,65.18054276,3.137280422
unsafe,8.85411954,222.9651976,19258.80307,5.69606391,395.7285408,467.0884417,10.4540293,73.77900664,3.461350424
unsafe,6.217579612,189.3422247,15155.54899,6.819438078,306.8925996,297.7636847,11.96491375,81.38675265,3.490002014
unsafe,10.02615916,224.2663577,14962.17783,7.428313128,336.9729496,517.5128415,18.85851888,65.36345158,4.182277582
safe,7.322828417,230.3429008,24682.12455,7.425580497,323.8327374,349.3132127,9.497937073,50.6601455,3.981968832
unsafe,6.891549222,184.0746276,13376.68047,6.866434553,333.8024747,508.6811449,16.58620538,81.7128488,4.958936841
unsafe,9.831401691,263.6327218,13345.3691,6.566928594,295.7742178,462.4397372,12.00232293,76.02136709,3.311808138
unsafe,9.085637102,238.221968,9001.658753,9.820230919,325.104847,381.3465821,19.19574006,98.49081929,2.544020276
safe,7.372611796,220.3871636,17606.88569,9.426339354,274.2068037,551.1452068,14.82644147,67.30542126,3.182521119
unsafe,7.583770299,217.2832624,36343.40706,8.532725773,375.9643912,393.877683,17.44230131,77.72225679,3.642289214
safe,5.731042139,223.7049656,1351.906979,6.496722628,380.5140788,620.3046389,14.6729271,62.02362962,3.675807027
safe,7.490786676,202.4580608,26551.3701,7.120772303,312.9340248,306.3455625,17.9981601,67.35607868,4.354535491
unsafe,8.170588045,208.2791813,12806.83233,5.489258691,322.9239977,472.0282857,13.38954876,28.56636437,3.995857049
unsafe,5.613562647,204.5693658,16615.90815,5.618949091,316.0998242,341.5236716,15.17395626,73.4501645,3.465088676
safe,6.043360084,188.6623289,24856.60711,4.371024856,295.8952066,355.0074612,7.619812483,79.94491555,4.745247517
safe,7.560392023,223.23225,14739.06854,6.731610676,372.0289087,481.3417739,8.900408731,62.13428073,4.257805108
unsafe,5.872439859,185.403976,14343.42321,9.690213096,333.5645874,409.1135118,14.74123956,64.18372511,3.741067233
unsafe,4.908899724,161.2431922,13516.91149,8.206211929,343.3052882,535.2245167,14.35610131,71.44491514,4.196429497
unsafe,5.019984767,156.9708217,19272.70448,6.184709662,331.5598449,341.3571602,16.19657332,75.30259769,4.089485428
unsafe,8.490571562,204.1236484,22989.79639,8.270792937,358.847115,435.0008983,17.08424565,62.42163706,3.875556805
safe,5.711212506,145.8258687,21157.17973,7.954721153,385.2060974,441.0865633,16.68202455,70.47088907,3.953334967
safe,8.655298873,222.2687935,13676.75352,7.271299467,348.6188443,460.8706469,18.01676031,72.42820504,4.588758378
safe,7.274212567,197.6609485,27198.43259,7.797840028,304.8499788,300.0199103,14.61160015,66.60889106,4.7102563
unsafe,4.745764371,186.3031371,33153.81298,8.840473501,370.167851,296.9641017,14.78431358,48.45137454,3.699146259
unsafe,3.978284627,160.8184744,14433.7805,8.410892223,311.2953289,414.3282148,20.77148503,78.27324004,3.751565769
unsafe,8.721726711,206.3696824,28608.05208,6.325442404,377.4045382,506.9383527,13.55375101,42.38148394,2.555026904
unsafe,4.894278074,184.5527153,10922.54199,7.461702679,352.8302222,338.6810693,21.62471839,91.00793416,3.594990864
unsafe,8.635848719,203.3615226,13672.09176,4.563008686,303.3097712,474.6076449,12.3638167,62.79830896,4.401424715
unsafe,5.345887147,184.7845747,22274.36837,9.727103318,319.0304951,492.1354893,11.89467313,87.29768614,2.950360943
unsafe,5.620533436,226.9878364,27852.09744,6.521470835,309.2280913,414.0615452,16.93291132,78.43925129,3.439475848
unsafe,5.754212968,241.6024296,31871.29124,7.2993019200000004,203.4445208,495.9453442,22.76370742,71.428978420000007,5.920233915
unsafe,5.368125754,190.9379793,32619.31297,8.098838845,351.3581338,435.6664692,11.98363521,107.9008419,2.004142586
unsafe,6.574083864,186.9442114,22723.80996,6.212264735,330.7896948,385.0189506,12.06253381,72.59527719,4.977323508
unsafe,8.509220049,200.3043481,10587.30493,6.392545064,307.3989595,585.2226284,11.79899055,63.82756869,2.519891581
safe,6.676137319,192.6858491,27468.98017,5.809435939,281.4068712,299.8869966,12.23760793,46.06921286,4.336648485
unsafe,7.117917746,216.1163186,20067.57279,9.605650817,349.084949,331.971661,17.5391297,84.03285792,4.213567957
unsafe,6.825647037,176.8410625,12838.91437,5.792424748,393.7986482,447.2891153,15.82134631,104.2309492,2.804480385
safe,8.659113027,114.8075784,23514.63665,8.735315343,333.0272047,318.6406793,16.55907627,52.86637312,2.89577428
unsafe,5.671762326,184.7818419,17527.71673,5.314759315,339.0564796,409.4793779,15.19604513,31.94183121,3.268693507
unsafe,5.701154645,233.5150425,41411.60171,5.895464025,310.1605449,509.7678877,22.68683674,73.75188269,3.403136416
safe,7.986018499,180.7955581,24712.99343,5.687865445,287.5708839,434.9545189,8.64249441,84.58196267,3.153004728
unsafe,5.497580321,204.6828696,29493.42297,7.604130349,323.6087859,476.8444591,16.6724146,83.41383836,5.060114929
unsafe,7.917049443,278.056321,27192.28056,9.220128211,424.7879959,358.7817362,15.05431287,56.83960203,3.659484625
unsafe,6.098156521,189.995846,27776.90105,6.443097878,347.9304004,245.859632,14.63688226,73.42463246,3.977362364
unsafe,5.849778285,229.9366869,27435.30656,6.574957586,277.0330189,596.4032157,14.90855831,67.64448382,3.643815888
unsafe,9.264390909,160.428694,19607.75492,3.988748936,416.6983846,427.7938337,14.99298978,95.80480037,3.175520774
unsafe,6.823930137,146.1305994,13467.87978,6.423224369,289.5764597,412.8405064,14.30768668,81.52953366,4.016144076
safe,7.296572875,197.6469506,22535.08516,9.288199605,323.4490542,353.0629066,6.039669028,82.53617278,4.679168643
unsafe,6.755669308,209.3620748,13821.55616,7.557414862,334.6195242,499.0709093,19.33914307,81.09874611,3.959517637
unsafe,5.090035332,174.2663575,34094.05718,6.741909445,376.6636079,526.3610816,17.10756313,48.5462575,4.83886228
safe,10.27244427,163.6246234,18894.85239,10.06820537,269.6466556,446.4507253,11.85691442,82.44550327,3.179884727
unsafe,6.626012184,112.2994855,25839.8941,7.658746878,312.2470431,327.2480786,19.40914656,85.78510284,4.194313129
unsafe,7.287286375,219.6951233,18085.50282,6.010568766,277.3297131,406.5647935,16.136766,53.67744855,3.504265055
safe,8.560349291,244.7967052,14254.66132,7.453900171,315.9711474,500.5866078,18.22874853,57.3655411,2.939212581
safe,6.857493758,233.210575,22603.64945,6.627059043,368.1057831,412.4346769,16.9261748,62.55789982,4.306581068
safe,6.903816978,258.5268417,35455.70961,4.881376648,206.2472294,318.6226223,13.96173961,65.86667919,3.867843303
unsafe,7.184973119,201.0792194,25234.42797,5.216684484,283.7446116,384.0115576,12.42753833,23.13661102,3.665410662
unsafe,10.16483856,194.3028009,28915.64322,7.301688666,316.5252085,279.1654357,18.4523096,63.06245845,2.937686205
unsafe,7.240271791,213.4231392,23432.96269,5.927868127,328.359206,325.3877076,14.03355283,60.57108128,3.832597167
safe,4.303574607,227.0070858,7323.302301,7.490508409,326.6951985,412.8964036,12.90673002,68.74891759,2.010537157
safe,9.175586153,281.5942349,47852.88887,8.33027629,314.7837613,422.3182271,9.969135936,64.0705476,2.959684621
unsafe,6.155249161,159.5195018,19781.6106,10.08160986,310.1406605,505.1083787,16.76860412,41.99545487,3.803908514
safe,6.630122156,192.5217032,36269.70132,4.973866332,277.4992971,320.470853,14.78634736,80.98021278,3.352764606
safe,8.238996597,199.5945387,25046.79864,9.288019857,350.835986,328.3633983,18.74323079,54.41696499,3.089923749
safe,7.494391101,205.1907067,25058.16022,6.881658941,327.9493964,313.0915196,16.58907204,72.97674144,3.579651838
unsafe,10.88730499,283.8958638,15177.21819,4.656537749,334.1808334,420.6076491,12.70248944,72.10232429,4.0041613
unsafe,5.82126163,204.04889,37174.00541,7.867815242,329.0195542,466.783264,13.98870666,96.82696136,4.371078785
unsafe,6.139743032,168.4442145,23894.13601,9.494581698,318.0260869,494.1291249,19.11602216,60.26476691,3.841221574
unsafe,8.903733775,194.2162752,13319.49571,5.566895792,323.4243624,317.3492443,17.1301576,61.42879055,4.365169642
safe,7.06184552,211.0916871,11300.23811,8.866359287,299.9380711,353.5104246,16.89575368,67.57710868,3.958248504
unsafe,7.795557629,136.0906769,26484.51532,7.555320481,426.5000222,471.4133565,14.544948400000001,51.49119684,3.629252282
unsafe,6.089430846,207.2671327,11339.16605,8.888347449,317.2791232,531.7689878,11.67431809,48.35824968,4.366860919
safe,4.901906856,141.9307813,13614.75093,8.306960458,368.6186876,439.0553562,9.921623325,82.66016492,4.103534274
safe,7.896743922,197.6020777,9407.664039,9.610055886,400.2745792,270.7940588,11.30058731,53.20184836,4.889458166
safe,10.35611883,136.3237517,48621.56395,9.158703903,327.922751,365.7202915,17.97556384,77.35985434,4.201849441
unsafe,5.365192408,238.2912124,16262.93925,7.507931031,255.5446784,393.5338792,12.46504348,27.0957029,3.180798457
safe,6.435722717,214.7246693,9363.853988,9.997623567,273.4631394,508.345207,12.92586966,71.42858985,4.925339107
unsafe,6.47613984,215.7217686,21165.59065,7.642952269,348.4749425,315.0781346,13.54318021,46.16900715,4.041580247
unsafe,7.619845077,113.50469820000001,37279.12895,6.360070219,377.8751931,285.3499428,17.03042901,48.9291399,3.779648433
unsafe,9.809996387,139.1187027,16819.42318,7.791981983,361.0280386,438.1792467,10.95113801,34.53740891,5.538200508
unsafe,6.153495924,163.205548,48175.85209,7.153803397,299.5667509,344.7169755,5.159380308,55.5289486,4.819970458
unsafe,5.694475546,193.4321303,18742.92522,6.556668445,327.0023706,448.7541508,13.623308,56.32649662,4.107467119
safe,8.128270069,231.1675375,19954.57555,5.138838499,349.0673627,386.0711492,15.01808483,63.34096824,4.678742166
unsafe,7.104594899,201.6271172,18093.97216,8.474123113,361.6291871,348.7329371,8.582461166,49.38268379,4.763057991
unsafe,8.725393412,213.6103718,18862.67305,8.670126667,324.0271055,396.2290102,20.05573721,96.59145991,4.565542154
unsafe,7.179864149,180.8542106,10859.55375,8.263503442,341.3024863,358.0562635,12.06531693,83.32991786,3.878447314
unsafe,5.949518764,160.4426313,16898.8083,6.04590644,367.3285417,451.0127884,16.3599511,62.36823392,4.072197622
safe,5.652501287,187.8311802,25868.59873,3.523713941,338.0288521,456.2597911,15.49632921,72.54525642,4.856444192
unsafe,8.96969739,195.7447648,9049.682595,7.467068018,396.4535684,378.5285112,17.75769652,114.2086714,3.983098818
unsafe,5.976769618,258.952732,27267.98186,7.648599331,383.6571521,514.1189201,12.25679025,82.46979843,2.994671096
unsafe,4.301373467,148.7377009,26640.07219,9.242652787,316.7644065,365.8353748,12.51573371,54.08228912,3.067626699
safe,4.886379804,159.3179722,38633.30517,8.370179299,375.8991686,448.0508658,16.82061518,59.18318961,3.227849086
safe,9.062822325,246.629701,27959.92616,5.649970633,308.7807686,434.395439,21.1420528,44.1493478,3.730369857
unsafe,8.174028131,192.3904298,19808.53777,6.955821311,377.7001885,503.5221724,13.780973,59.5427687,3.986780704
unsafe,7.748928548,198.8430942,18939.93665,7.375883102,316.8202484,368.4028571,9.984033412,65.2515508,3.136945007
safe,8.756926859,218.6377589,21752.02971,6.454876484,276.2781002,356.0757689,15.71314852,67.04963886,2.945671727
unsafe,8.458814662,225.7123587,15677.97069,6.41004315,314.3314083,636.2577548,10.61370977,71.96338963,3.507708536
unsafe,3.676844993,173.6777021,22581.22449,12.65336202,289.1268457,599.7292459,8.38640745,49.65855359,5.461473096
safe,9.808258179,220.0495744,34132.06798,9.752750872,233.8703275,367.0443791,13.49866451,62.95426002,4.48126124
unsafe,3.989032078,216.0761379,40175.20609,7.487422757,309.8007964,399.0471809,11.18673889,86.95746387,4.409414176
unsafe,5.423318496,185.9031794,18020.84243,6.401045767,447.4179624,332.0500556,7.715740128,67.33368743,5.224654834
safe,5.35256598,150.4952143,27795.73204,5.464057648,445.9383912,422.4225087,16.14451044,78.37484518,4.779187009
unsafe,4.30002934,218.319886,17639.85794,7.527317253,331.8346323,424.2094003,15.00573706,70.05083119,4.586448405
unsafe,7.00523014,219.9219974,26597.58645,7.351021452,333.5837226,379.5988064,13.28469066,98.96538914,3.58986576
unsafe,4.275159673,229.4431091,26098.63796,6.525202657,281.8968272,508.7920978,16.1332032,66.65419278,3.732856051
unsafe,9.055825785,196.4758989,20226.28794,5.838594348,298.8035603,342.3594105,12.81363426,84.2792184,5.45691283
safe,7.288112707,216.6124749,18979.98169,7.668510398,358.9786197,384.6949552,14.16360693,53.31304555,3.62698996
safe,7.669012537,205.5956353,11579.44169,4.263279092,356.1365179,407.7216133,10.82904486,83.24380782,4.589512953
unsafe,8.316765884,214.3733941,22018.41744,8.059332377,356.8861356,363.2665162,18.4365245,100.3416744,4.628770537
unsafe,7.486779709,199.6777845,25396.01178,4.960558358,342.4535457,444.6785788,16.11543236,43.1420164,5.048833995
safe,6.917858355,200.7055053,27651.6091,6.529774496,321.6964552,453.6375097,11.28338664,91.94218052,5.544167317
unsafe,9.056244707,197.666301,17403.53217,7.688917072,337.4601765,414.7666308,15.34986899,63.69674587,3.319353737
unsafe,6.623613566,203.0301413,17167.3013,6.049600899,311.7262883,410.2432475,15.91450007,65.02122897,2.915165951
unsafe,6.77105029,194.6351221,15719.49361,6.746343805,339.0015749,441.7303914,22.89101081,75.47282539,3.244866832
safe,6.579184951,186.9868694,16700.03487,6.454924772,379.0407088,405.2769119,14.99602948,62.15231453,3.813556321
unsafe,5.171434094,207.2805308,44612.75136,7.287925242,300.2542577,552.9075895,12.7237245,52.2377358,2.949431503
safe,8.151248962,205.8473007,15661.94034,7.009437062,335.6227789,555.5902835,14.86113268,72.76258491,2.799883321
unsafe,6.953371603,203.1465468,11609.10905,5.495737655,304.2831932,551.1433372,9.387781276,55.95800559,3.651865808
unsafe,7.873271693,182.6466585,25337.12296,3.715065352,362.4846036,315.189948,12.13242545,65.49992502,3.306392909
unsafe,8.394397412,187.6434114,10603.09802,7.840260507,352.8356398,376.2411457,13.3748312,58.95000171,2.83390143
unsafe,8.543216837,183.9078604,33037.35339,2.726765626,358.5564707,631.4986231,17.33315332,68.18322677,2.847875248
unsafe,9.092223456,181.1015092,17978.98634,6.546599974,310.1357375,398.4108134,11.55827944,31.99799273,4.075075425
safe,7.788054733,212.6914573,29879.06015,6.998961533,360.668259,359.5690815,14.82874304,83.85633634,3.368757217
safe,6.548020558,278.5851052,25508.38695,6.749377795,366.871502,497.3217528,16.56316651,79.3236784,3.611860372
safe,7.71408936,194.7382822,27336.96262,7.631357066,322.0729563,347.8292033,10.64178919,63.72293291,3.182582857
safe,5.433466239,177.8283023,31421.73163,4.58413391,347.0973537,490.2846741,16.06643903,58.41669861,2.871196031
unsafe,4.489783796,188.2519391,14906.04792,8.486030243,374.2269262,518.5852526,11.22657799,65.18275873,3.776225631
unsafe,8.616824426,228.7629452,19126.29854,7.017578359,327.8948212,383.5270231,14.75925658,41.27592659,4.584565663
unsafe,7.301463638,205.7218803,23778.75872,8.17996738,333.3392822,529.6246177,12.35231109,41.03206193,3.942709369
unsafe,5.49978773,150.07609,43195.47367,6.570596052,322.5165819,287.2860574,11.23040822,71.82128076,3.668220483
safe,6.578680569,203.4088155,22374.82491,6.248929383,399.6172172,547.7021369,12.09791988,71.33848934,4.292042179
